"","age","gender","country","E1","E2","E3","N1","N2","N3","A1","A2","A3","C1","C2","C3","O1","O2","O3","extroversion","neuroticism","agreeableness","conscientiousness","openness"
"13513",17,"Female","US",1,2,1,3,2,4,4,4,2,2,3,2,5,4,2,0.27,0.6,0.67,0.47,0.73
"13514",24,"Female","FR",3,3,4,4,4,4,4,4,5,2,5,2,5,4,5,0.67,0.8,0.87,0.6,0.93
"13515",54,"Male","AU",1,1,3,5,5,5,3,3,3,3,3,3,5,3,5,0.33,1,0.6,0.6,0.87
"13516",19,"Male","IT",2,3,3,2,5,2,4,3,4,3,5,3,3,5,3,0.53,0.6,0.73,0.73,0.73
"13517",21,"Male","PH",3,4,5,3,4,2,5,5,3,4,5,2,5,5,5,0.8,0.6,0.87,0.73,1
"13518",49,"Female","IT",1,5,5,5,4,3,5,5,5,4,5,3,4,5,3,0.73,0.8,1,0.8,0.8
"13519",21,"Male","GR",2,4,3,4,4,1,5,5,4,3,4,4,1,4,2,0.6,0.6,0.93,0.73,0.47
"13520",28,"Female","ES",3,2,3,5,5,5,4,4,4,5,5,2,5,5,5,0.53,1,0.8,0.8,1
"13521",19,"Female","AU",2,5,5,5,5,5,5,4,3,5,1,5,5,3,5,0.8,1,0.8,0.73,0.87
"13522",33,"Male","IT",5,5,5,3,5,3,5,5,5,4,5,3,5,5,5,1,0.73,1,0.8,1
"13523",20,"Male","RS",2,2,2,3,5,5,3,4,2,2,5,3,4,4,4,0.4,0.87,0.6,0.67,0.8
"13524",18,"Male","PT",1,3,3,3,5,3,5,2,3,3,5,3,5,5,4,0.47,0.73,0.67,0.73,0.93
"13525",19,"Unanswered","GB",5,5,4,2,3,1,5,5,4,2,3,2,5,4,5,0.93,0.4,0.93,0.47,0.93
"13526",20,"Female","SA",4,2,3,5,5,3,3,3,3,1,5,2,3,1,4,0.6,0.87,0.6,0.53,0.53
"13527",19,"Male","GB",4,5,4,4,3,3,4,4,4,3,4,2,5,4,5,0.87,0.67,0.8,0.6,0.93
"13528",18,"Female","GB",4,5,5,4,5,5,5,5,5,4,5,3,5,5,5,0.93,0.93,1,0.8,1
"13529",17,"Male","JO",3,3,4,2,5,4,2,5,5,3,4,1,4,5,5,0.67,0.73,0.8,0.53,0.93
"13530",20,"Male","LB",1,3,3,4,5,4,5,5,4,3,5,3,2,2,5,0.47,0.87,0.93,0.73,0.6
"13531",24,"Male","MK",2,3,2,4,3,3,3,3,3,4,1,2,5,3,4,0.47,0.67,0.6,0.47,0.8
"13532",30,"Male","DE",2,2,1,1,3,2,3,3,3,3,3,3,2,4,4,0.33,0.4,0.6,0.6,0.67
"13533",22,"Male","BH",1,5,5,1,5,1,5,5,5,4,5,4,5,5,5,0.73,0.47,1,0.87,1
"13534",20,"Male","GB",4,5,4,1,1,1,2,5,5,4,5,2,5,4,5,0.87,0.2,0.8,0.73,0.93
"13535",27,"Male","IT",4,3,4,3,2,1,5,4,3,2,3,2,4,4,4,0.73,0.4,0.8,0.47,0.8
"13536",40,"Female","US",4,4,5,5,5,5,5,5,5,4,5,4,3,3,3,0.87,1,1,0.87,0.6
"13537",22,"Male","ES",3,3,3,4,4,1,3,4,4,3,5,2,5,4,4,0.6,0.6,0.73,0.67,0.87
"13538",21,"Male","PH",2,3,3,3,3,4,4,4,4,3,4,4,5,5,5,0.53,0.67,0.8,0.73,1
"13539",24,"Male","CA",5,4,4,3,5,4,4,4,3,2,3,3,3,3,4,0.87,0.8,0.73,0.53,0.67
"13540",19,"Female","GB",1,1,2,5,5,5,1,4,3,5,5,5,5,4,4,0.27,1,0.53,1,0.87
"13541",22,"Male","JO",2,2,1,5,4,5,4,3,4,2,2,1,4,4,4,0.33,0.93,0.73,0.33,0.8
"13542",15,"Male","GB",2,4,2,3,4,3,4,4,3,2,5,4,4,4,4,0.53,0.67,0.73,0.73,0.8
"13543",19,"Male","ID",1,2,2,3,4,3,4,4,3,3,4,4,5,3,4,0.33,0.67,0.73,0.73,0.8
"13544",27,"Male","IN",1,5,4,5,5,4,5,5,2,3,3,3,5,4,4,0.67,0.93,0.8,0.6,0.87
"13545",21,"Female","US",4,5,5,4,4,3,4,1,4,4,4,3,3,5,5,0.93,0.73,0.6,0.73,0.87
"13546",16,"Female","AU",3,2,4,4,5,3,4,3,3,1,4,1,4,3,4,0.6,0.8,0.67,0.4,0.73
"13547",33,"Male","GR",4,5,5,4,4,2,5,4,5,5,5,2,5,5,4,0.93,0.67,0.93,0.8,0.93
"13548",39,"Female","AP",4,5,5,3,4,2,5,5,5,4,5,3,4,5,4,0.93,0.6,1,0.8,0.87
"13549",31,"Male","NO",1,4,3,3,5,1,4,5,4,2,5,2,2,3,3,0.53,0.6,0.87,0.6,0.53
"13550",54,"Male","US",4,5,5,2,5,4,5,5,4,4,5,4,5,5,5,0.93,0.73,0.93,0.87,1
"13551",24,"Male","PT",1,1,1,5,5,5,1,1,5,3,3,1,5,5,5,0.2,1,0.47,0.47,1
"13552",42,"Male","HK",2,3,3,5,3,4,2,4,3,3,2,2,4,3,4,0.53,0.8,0.6,0.47,0.73
"13553",23,"Female","GB",2,4,1,4,4,1,4,2,4,4,4,4,4,5,4,0.47,0.6,0.67,0.8,0.87
"13554",18,"Male","GB",5,3,2,3,2,2,3,3,3,2,2,4,2,2,2,0.67,0.47,0.6,0.53,0.4
"13555",17,"Female","US",1,1,4,5,5,4,4,5,4,5,4,4,5,1,5,0.4,0.93,0.87,0.87,0.73
"13556",21,"Male","RO",1,2,2,4,3,2,2,4,2,3,5,2,5,3,3,0.33,0.6,0.53,0.67,0.73
"13557",25,"Female","IT",3,5,5,5,4,4,5,5,5,4,5,4,5,5,5,0.87,0.87,1,0.87,1
"13558",20,"Female","US",3,5,5,3,5,3,5,4,4,4,4,5,4,5,5,0.87,0.73,0.87,0.87,0.93
"13559",22,"Female","PH",3,3,2,4,5,4,4,5,2,4,5,5,5,5,5,0.53,0.87,0.73,0.93,1
"13560",15,"Female","AU",3,4,3,3,2,2,5,4,4,5,5,4,5,5,5,0.67,0.47,0.87,0.93,1
"13561",19,"Male","GB",2,4,4,3,1,2,2,1,3,2,3,3,5,3,3,0.67,0.4,0.4,0.53,0.73
"13562",32,"Male","SE",3,4,4,5,4,4,3,4,3,3,4,3,4,4,2,0.73,0.87,0.67,0.67,0.67
"13563",23,"Male","IT",3,3,4,4,4,3,3,3,4,2,4,3,3,4,4,0.67,0.73,0.67,0.6,0.73
"13564",18,"Female","PT",5,5,5,2,5,2,5,5,4,3,5,5,5,5,5,1,0.6,0.93,0.87,1
"13565",19,"Female","RS",4,2,3,4,3,4,4,5,4,4,4,3,4,4,5,0.6,0.73,0.87,0.73,0.87
"13566",266,"Male","KR",3,4,4,1,2,1,5,4,5,5,5,5,3,5,4,0.73,0.27,0.93,1,0.8
"13567",19,"Male","GB",1,3,5,3,5,5,5,5,5,4,5,3,5,3,5,0.6,0.87,1,0.8,0.87
"13568",23,"Female","MY",2,4,4,3,5,2,3,4,3,3,5,3,5,4,4,0.67,0.67,0.67,0.73,0.87
"13569",32,"Other","ID",1,2,2,4,4,3,2,4,4,4,5,3,4,5,5,0.33,0.73,0.67,0.8,0.93
"13570",14,"Female","AU",5,4,5,4,4,4,4,3,4,3,3,3,4,4,5,0.93,0.8,0.73,0.6,0.87
"13571",23,"Male","PT",4,2,2,3,4,4,3,4,2,2,4,3,4,3,3,0.53,0.73,0.6,0.6,0.67
"13572",26,"Male","IN",4,5,3,1,1,1,5,5,5,1,3,1,5,5,5,0.8,0.2,1,0.33,1
"13573",17,"Female","US",1,3,3,5,5,3,5,5,4,5,5,5,5,4,5,0.47,0.87,0.93,1,0.93
"13574",22,"Male","PT",4,5,4,1,4,2,5,4,4,4,4,2,4,4,5,0.87,0.47,0.87,0.67,0.87
"13575",26,"Male","IT",4,4,3,4,5,5,3,2,4,3,4,4,5,4,5,0.73,0.93,0.6,0.73,0.93
"13576",15,"Female","AU",3,4,2,3,3,3,3,5,2,2,3,1,4,3,5,0.6,0.6,0.67,0.4,0.8
"13577",24,"Male","PT",2,5,3,2,3,2,4,3,1,4,4,4,3,4,5,0.67,0.47,0.53,0.8,0.8
"13578",23,"Male","GB",3,3,2,2,4,2,4,4,2,2,3,2,4,4,3,0.53,0.53,0.67,0.47,0.73
"13579",28,"Male","GB",1,2,3,5,5,5,3,4,3,1,4,1,5,5,5,0.4,1,0.67,0.4,1
"13580",27,"Male","DZ",3,2,2,2,4,1,4,3,4,3,4,2,5,4,5,0.47,0.47,0.73,0.6,0.93
"13581",26,"Male","FR",3,2,5,3,2,1,2,4,3,2,3,5,3,5,5,0.67,0.4,0.6,0.67,0.87
"13582",38,"Male","AU",2,2,1,3,5,3,2,4,3,4,5,5,3,3,3,0.33,0.73,0.6,0.93,0.6
"13583",18,"Female","GB",3,4,4,4,4,5,5,5,4,2,4,3,5,3,5,0.73,0.87,0.93,0.6,0.87
"13584",20,"Male","GB",3,4,3,1,2,2,4,5,4,3,4,1,5,5,5,0.67,0.33,0.87,0.53,1
"13585",24,"Male","HR",3,5,3,1,2,1,4,5,4,3,1,1,3,5,3,0.73,0.27,0.87,0.33,0.73
"13586",19,"Male","GB",3,3,4,5,4,4,4,2,3,4,3,2,5,3,4,0.67,0.87,0.6,0.6,0.8
"13587",29,"Male","IT",2,4,5,1,1,1,5,4,4,3,3,2,4,5,5,0.73,0.2,0.87,0.53,0.93
"13588",19,"Male","IT",3,3,2,3,5,2,3,4,5,4,2,3,4,3,4,0.53,0.67,0.8,0.6,0.73
"13589",70,"Female","US",4,5,5,2,1,1,5,5,5,4,4,3,5,5,5,0.93,0.27,1,0.73,1
"13590",20,"Male","US",5,2,4,2,4,5,3,4,3,2,4,2,4,4,5,0.73,0.73,0.67,0.53,0.87
"13591",18,"Female","PH",1,2,1,2,4,4,2,4,3,3,2,4,4,3,3,0.27,0.67,0.6,0.6,0.67
"13592",24,"Male","IT",2,2,4,4,4,4,4,4,3,4,4,2,4,4,4,0.53,0.8,0.73,0.67,0.8
"13593",18,"Female","GB",5,4,3,5,5,5,4,5,4,3,5,3,4,4,4,0.8,1,0.87,0.73,0.8
"13594",20,"Female","IN",1,4,2,4,5,5,4,5,3,3,5,3,4,4,3,0.47,0.93,0.8,0.73,0.73
"13595",22,"Male","IN",5,5,2,4,5,3,5,4,5,4,5,1,1,2,4,0.8,0.8,0.93,0.67,0.47
"13596",20,"Male","GB",2,4,4,2,3,2,4,3,4,1,4,1,5,4,4,0.67,0.47,0.73,0.4,0.87
"13597",17,"Female","NZ",3,5,5,5,5,4,5,5,5,3,5,3,5,4,4,0.87,0.93,1,0.73,0.87
"13598",19,"Female","AU",3,3,4,4,4,3,3,3,4,3,4,3,4,4,3,0.67,0.73,0.67,0.67,0.73
"13599",15,"Male","AU",1,2,3,2,1,1,1,1,1,4,4,4,2,4,3,0.4,0.27,0.2,0.8,0.6
"13600",36,"Female","US",3,2,4,2,2,2,5,5,5,5,5,5,5,5,5,0.6,0.4,1,1,1
"13601",15,"Female","AU",1,3,3,5,4,3,4,5,3,3,5,3,4,4,4,0.47,0.8,0.8,0.73,0.8
"13602",31,"Female","GB",3,4,5,4,3,5,4,3,3,2,3,3,5,3,5,0.8,0.8,0.67,0.53,0.87
"13603",1982,"Male","PH",1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,0.47,1,1,1,1
"13604",14,"Male","US",4,4,5,4,3,3,5,4,4,3,4,2,5,5,5,0.87,0.67,0.87,0.6,1
"13605",30,"Male","ES",1,3,1,5,5,3,1,3,3,1,1,1,3,3,2,0.33,0.87,0.47,0.2,0.53
"13606",24,"Male","PH",3,2,5,2,4,3,5,4,5,3,4,3,4,3,4,0.67,0.6,0.93,0.67,0.73
"13607",33,"Male","IT",2,3,3,2,4,2,3,3,3,4,4,4,3,4,3,0.53,0.53,0.6,0.8,0.67
"13608",18,"Male","IL",2,2,2,1,2,2,2,2,3,2,4,2,4,3,3,0.4,0.33,0.47,0.53,0.67
"13609",21,"Male","GB",3,4,4,2,3,2,5,5,4,2,3,3,4,4,3,0.73,0.47,0.93,0.53,0.73
"13610",28,"Male","US",2,1,5,3,5,3,5,5,5,3,5,5,5,4,5,0.53,0.73,1,0.87,0.93
"13611",21,"Male","IT",2,2,3,3,4,3,2,4,3,2,3,3,4,4,4,0.47,0.67,0.6,0.53,0.8
"13612",20,"Male","GB",2,1,2,2,2,1,1,1,3,1,5,2,5,5,5,0.33,0.33,0.33,0.53,1
"13613",19,"Female","GB",3,1,5,5,5,1,2,1,4,4,5,3,5,5,5,0.6,0.73,0.47,0.8,1
"13614",20,"Male","AU",5,5,5,3,4,4,5,2,4,4,4,5,5,4,4,1,0.73,0.73,0.87,0.87
"13615",25,"Male","IT",3,3,3,2,3,2,4,4,5,4,5,2,5,4,5,0.6,0.47,0.87,0.73,0.93
"13616",19,"Female","US",3,4,3,4,3,2,5,5,4,3,4,3,4,3,4,0.67,0.6,0.93,0.67,0.73
"13617",27,"Male","IT",1,1,2,5,5,4,3,4,3,1,5,2,4,3,3,0.27,0.93,0.67,0.53,0.67
"13618",43,"Male","AU",3,4,4,3,4,3,4,4,4,3,3,3,4,4,4,0.73,0.67,0.8,0.6,0.8
"13619",52,"Male","AU",3,4,4,1,2,1,3,3,3,2,4,4,3,5,4,0.73,0.27,0.6,0.67,0.8
"13620",18,"Male","GR",3,5,4,1,4,1,4,5,5,5,3,2,5,5,5,0.8,0.4,0.93,0.67,1
"13621",20,"Female","NO",4,2,2,4,4,2,5,4,4,1,1,1,5,5,5,0.53,0.67,0.87,0.2,1
"13622",15,"Female","PH",1,4,5,3,4,4,5,5,5,2,3,5,2,4,4,0.67,0.73,1,0.67,0.67
"13623",23,"Male","US",3,4,4,5,4,4,4,4,4,2,3,2,3,3,4,0.73,0.87,0.8,0.47,0.67
"13624",15,"Female","AU",1,1,2,4,5,1,4,1,1,3,5,1,2,5,3,0.27,0.67,0.4,0.6,0.67
"13625",32,"Female","NZ",3,4,4,4,3,3,4,4,4,5,4,4,3,4,4,0.73,0.67,0.8,0.87,0.73
"13626",24,"Female","HK",1,2,3,2,4,4,3,4,3,1,4,4,4,2,4,0.4,0.67,0.67,0.6,0.67
"13627",21,"Male","ES",4,5,2,5,5,1,2,5,5,4,5,1,5,4,5,0.73,0.73,0.8,0.67,0.93
"13628",38,"Male","ES",1,1,1,4,4,5,4,2,4,2,4,1,4,4,4,0.2,0.87,0.67,0.47,0.8
"13629",29,"Female","US",5,5,5,5,4,5,5,5,5,3,5,4,5,4,5,1,0.93,1,0.8,0.93
"13630",45,"Male","PT",1,5,5,1,3,2,4,5,5,5,5,4,5,5,5,0.73,0.4,0.93,0.93,1
"13631",14,"Male","NZ",3,5,5,3,5,2,4,5,5,1,4,2,3,3,4,0.87,0.67,0.93,0.47,0.67
"13632",15,"Male","US",1,2,2,4,5,4,2,5,3,3,5,2,5,4,5,0.33,0.87,0.67,0.67,0.93
"13633",27,"Female","GR",3,4,4,4,4,2,4,4,4,3,3,3,4,3,3,0.73,0.67,0.8,0.6,0.67
"13634",17,"Male","AU",2,4,4,2,2,2,3,4,2,4,4,2,2,4,3,0.67,0.4,0.6,0.67,0.6
"13635",22,"Male","PT",3,5,4,2,5,1,4,2,4,5,5,5,5,5,5,0.8,0.53,0.67,1,1
"13636",16,"Male","AU",2,4,5,4,2,2,5,4,4,3,4,2,4,5,3,0.73,0.53,0.87,0.6,0.8
"13637",25,"Male","NO",2,3,2,3,4,2,3,4,4,4,5,2,5,5,4,0.47,0.6,0.73,0.73,0.93
"13638",40,"Female","US",4,4,4,4,4,4,5,5,4,2,5,4,4,5,5,0.8,0.8,0.93,0.73,0.93
"13639",19,"Male","PT",4,4,5,5,4,5,2,2,2,5,4,1,5,5,5,0.87,0.93,0.4,0.67,1
"13640",22,"Male","GR",1,1,1,4,4,2,3,3,3,4,3,4,5,4,3,0.2,0.67,0.6,0.73,0.8
"13641",18,"Male","GB",3,3,4,2,4,2,4,4,4,5,5,5,5,5,5,0.67,0.53,0.8,1,1
"13642",16,"Female","IN",1,5,5,1,3,5,5,3,5,3,5,1,5,5,4,0.73,0.6,0.87,0.6,0.93
"13643",13,"Male","GB",4,4,4,4,5,1,4,2,2,2,5,1,5,5,5,0.8,0.67,0.53,0.53,1
"13644",23,"Female","DE",3,4,2,5,4,2,4,4,3,2,5,2,5,5,3,0.6,0.73,0.73,0.6,0.87
"13645",23,"Male","NL",3,4,4,2,2,2,5,4,4,4,4,1,4,5,5,0.73,0.4,0.87,0.6,0.93
"13646",23,"Male","IT",3,5,4,2,5,3,3,3,4,3,5,3,3,4,3,0.8,0.67,0.67,0.73,0.67
"13647",21,"Female","TW",2,4,2,2,4,4,4,4,2,4,3,4,3,4,2,0.53,0.67,0.67,0.73,0.6
"13648",28,"Male","US",3,2,2,2,2,1,4,5,4,4,5,4,5,4,4,0.47,0.33,0.87,0.87,0.87
"13649",18,"Male","US",3,4,3,4,5,4,5,4,3,3,3,3,4,2,4,0.67,0.87,0.8,0.6,0.67
"13650",15,"Male","AU",3,4,3,3,4,2,3,2,3,2,2,1,5,4,5,0.67,0.6,0.53,0.33,0.93
"13651",24,"Female","IT",3,4,5,2,3,4,4,3,5,2,3,1,2,5,4,0.8,0.6,0.8,0.4,0.73
"13652",24,"Female","MY",1,4,4,4,4,2,5,4,4,3,4,2,5,4,3,0.6,0.67,0.87,0.6,0.8
"13653",23,"Male","TR",3,2,5,2,3,1,4,3,2,4,4,2,5,5,4,0.67,0.4,0.6,0.67,0.93
"13654",18,"Female","MY",2,3,4,4,4,4,3,4,3,3,4,3,4,4,3,0.6,0.8,0.67,0.67,0.73
"13655",33,"Female","GB",3,1,3,2,5,1,2,5,3,5,5,3,5,5,4,0.47,0.53,0.67,0.87,0.93
"13656",18,"Female","AU",1,1,4,5,5,5,3,5,3,4,5,5,3,2,4,0.4,1,0.73,0.93,0.6
"13657",14,"Female","AU",1,3,3,5,5,4,3,2,3,5,5,4,5,5,5,0.47,0.93,0.53,0.93,1
"13658",16,"Female","US",4,5,5,5,5,4,5,5,5,4,5,4,5,5,5,0.93,0.93,1,0.87,1
"13659",22,"Male","US",1,3,4,3,4,3,4,5,3,3,4,4,3,4,4,0.53,0.67,0.8,0.73,0.73
"13660",28,"Female","MY",3,4,3,2,3,3,4,4,5,5,5,5,5,5,5,0.67,0.53,0.87,1,1
"13661",21,"Female","EG",3,3,4,5,5,5,4,2,5,2,5,2,5,5,5,0.67,1,0.73,0.6,1
"13662",21,"Male","HR",4,3,3,4,3,4,2,3,3,3,4,3,4,4,4,0.67,0.73,0.53,0.67,0.8
"13663",30,"Female","AU",4,4,3,4,4,4,5,5,2,3,4,1,5,4,5,0.73,0.8,0.8,0.53,0.93
"13664",22,"Female","US",2,5,4,4,4,2,4,5,4,3,2,4,2,2,4,0.73,0.67,0.87,0.6,0.53
"13665",22,"Female","PH",1,2,2,4,4,1,3,5,3,3,3,3,3,3,4,0.33,0.6,0.73,0.6,0.67
"13666",27,"Female","IN",4,5,4,4,3,3,5,4,4,2,4,2,4,4,2,0.87,0.67,0.87,0.53,0.67
"13667",22,"Male","US",2,3,4,5,5,5,4,3,3,2,5,1,5,4,5,0.6,1,0.67,0.53,0.93
"13668",19,"Female","AU",4,5,4,3,3,1,5,4,4,3,5,4,4,5,5,0.87,0.47,0.87,0.8,0.93
"13669",24,"Male","TH",1,2,2,4,4,3,3,5,2,2,4,4,3,3,3,0.33,0.73,0.67,0.67,0.6
"13670",21,"Female","ES",4,4,5,3,5,4,4,5,3,4,4,2,5,5,5,0.87,0.8,0.8,0.67,1
"13671",22,"Female","TH",4,5,4,4,4,2,5,4,5,2,5,4,2,5,5,0.87,0.67,0.93,0.73,0.8
"13672",17,"Female","AU",3,4,4,4,4,2,4,4,2,2,3,2,2,4,4,0.73,0.67,0.67,0.47,0.67
"13673",18,"Male","PH",3,4,4,5,5,4,5,2,3,4,4,4,5,5,5,0.73,0.93,0.67,0.8,1
"13674",26,"Male","RO",3,5,5,1,3,1,5,5,5,4,5,2,5,5,5,0.87,0.33,1,0.73,1
"13675",23,"Male","BR",3,2,3,2,1,1,3,2,4,3,1,3,5,2,4,0.53,0.27,0.6,0.47,0.73
"13676",23,"Female","IN",2,2,4,4,4,4,4,5,5,1,4,4,4,4,4,0.53,0.8,0.93,0.6,0.8
"13677",21,"Female","PT",4,3,3,1,4,3,4,3,5,4,4,4,4,5,3,0.67,0.53,0.8,0.8,0.8
"13678",24,"Female","TW",3,4,3,2,5,4,3,4,3,2,3,4,4,4,3,0.67,0.73,0.67,0.6,0.73
"13679",34,"Male","IT",4,3,4,2,5,1,4,5,5,5,5,5,5,5,5,0.73,0.53,0.93,1,1
"13680",15,"Female","AU",1,2,3,5,4,4,2,2,3,3,5,2,5,3,3,0.4,0.87,0.47,0.67,0.73
"13681",27,"Male","TR",4,2,3,5,4,4,2,4,3,2,2,2,4,5,4,0.6,0.87,0.6,0.4,0.87
"13682",19,"Female","PH",3,2,3,4,4,4,2,3,2,3,3,2,3,4,4,0.53,0.8,0.47,0.53,0.73
"13683",28,"Female","MY",2,3,3,5,3,4,3,3,3,2,3,3,3,4,3,0.53,0.8,0.6,0.53,0.67
"13684",16,"Male","AU",2,2,3,4,5,2,2,4,3,4,2,4,2,4,4,0.47,0.73,0.6,0.67,0.67
"13685",22,"Male","GB",2,1,3,5,5,3,2,4,2,2,4,1,5,4,5,0.4,0.87,0.53,0.47,0.93
"13686",33,"Male","EG",3,4,4,2,4,4,4,4,4,4,4,4,3,4,4,0.73,0.67,0.8,0.8,0.73
"13687",28,"Female","BR",1,1,1,4,4,3,1,4,2,3,2,2,4,2,2,0.2,0.73,0.47,0.47,0.53
"13688",19,"Male","PT",1,3,2,1,5,2,2,3,1,5,5,1,5,5,1,0.4,0.53,0.4,0.73,0.73
"13689",27,"Female","GB",4,3,5,4,5,2,5,5,5,3,4,3,5,4,4,0.8,0.73,1,0.67,0.87
"13690",31,"Male","ID",3,3,3,4,4,4,4,4,4,4,4,3,5,4,5,0.6,0.8,0.8,0.73,0.93
"13691",21,"Male","US",3,3,5,1,4,3,5,4,3,2,5,3,5,5,5,0.73,0.53,0.8,0.67,1
"13692",28,"Male","AU",3,4,3,4,4,4,4,4,4,5,4,5,4,3,3,0.67,0.8,0.8,0.93,0.67
"13693",23,"Female","EE",4,4,3,1,5,2,4,5,2,2,5,3,4,3,2,0.73,0.53,0.73,0.67,0.6
"13694",20,"Male","PT",5,2,2,1,2,2,3,3,4,4,5,2,5,5,5,0.6,0.33,0.67,0.73,1
"13695",14,"Male","BR",3,4,3,2,5,2,4,4,5,2,4,3,5,5,5,0.67,0.6,0.87,0.6,1
"13696",29,"Female","GB",1,2,4,4,5,3,4,5,4,2,4,2,5,4,5,0.47,0.8,0.87,0.53,0.93
"13697",22,"Male","TH",4,5,5,4,4,2,5,4,4,5,5,4,4,4,3,0.93,0.67,0.87,0.93,0.73
"13698",37,"Male","AU",4,3,4,4,4,3,4,4,3,3,4,2,5,4,5,0.73,0.73,0.73,0.6,0.93
"13699",21,"Male","UA",2,3,2,4,2,5,2,4,3,4,4,3,4,4,4,0.47,0.73,0.6,0.73,0.8
"13700",16,"Male","UY",2,4,3,2,4,3,5,4,4,2,4,3,4,5,4,0.6,0.6,0.87,0.6,0.87
"13701",24,"Male","ID",4,3,5,2,3,4,5,3,4,3,1,5,1,5,3,0.8,0.6,0.8,0.6,0.6
"13702",44,"Male","IN",4,3,4,4,4,4,3,4,4,1,5,4,4,4,4,0.73,0.8,0.73,0.67,0.8
"13703",21,"Female","NZ",5,5,5,1,1,1,5,5,5,5,5,5,3,5,5,1,0.2,1,1,0.87
"13704",15,"Male","US",5,5,5,4,5,2,5,5,5,2,5,5,5,3,5,1,0.73,1,0.8,0.87
"13705",31,"Female","BR",2,4,4,5,5,5,3,4,4,4,5,1,5,5,5,0.67,1,0.73,0.67,1
"13706",15,"Female","AU",3,4,4,3,4,3,5,5,3,3,3,3,4,3,3,0.73,0.67,0.87,0.6,0.67
"13707",20,"Female","IT",3,3,3,4,5,4,5,3,5,4,5,5,5,5,5,0.6,0.87,0.87,0.93,1
"13708",20,"Male","US",1,5,4,3,5,2,5,3,2,4,5,2,5,5,5,0.67,0.67,0.67,0.73,1
"13709",43,"Male","HR",2,2,2,4,5,4,3,4,2,2,3,2,4,3,2,0.4,0.87,0.6,0.47,0.6
"13710",21,"Female","AU",2,2,1,5,5,4,4,4,3,2,4,3,4,3,3,0.33,0.93,0.73,0.6,0.67
"13711",28,"Male","LK",3,4,4,4,5,1,5,4,4,5,5,3,5,5,5,0.73,0.67,0.87,0.87,1
"13712",26,"Female","ID",2,1,2,5,5,5,4,4,2,3,3,5,3,4,3,0.33,1,0.67,0.73,0.67
"13713",25,"Male","MY",2,4,4,4,4,4,4,4,3,4,4,4,4,4,4,0.67,0.8,0.73,0.8,0.8
"13714",20,"Male","RS",1,2,1,4,4,4,4,3,2,2,4,1,5,5,5,0.27,0.8,0.6,0.47,1
"13715",14,"Male","BR",1,2,2,4,4,4,5,5,3,2,2,2,3,4,1,0.33,0.8,0.87,0.4,0.53
"13716",24,"Male","AU",2,3,4,1,1,2,3,4,3,3,2,3,5,4,4,0.6,0.27,0.67,0.53,0.87
"13717",23,"Female","US",2,1,1,5,5,5,1,2,1,2,2,1,5,2,5,0.27,1,0.27,0.33,0.8
"13718",16,"Male","KE",2,2,2,3,4,3,3,3,2,2,4,2,4,4,4,0.4,0.67,0.53,0.53,0.8
"13719",24,"Female","PH",2,2,3,4,4,4,3,3,3,3,3,3,4,3,3,0.47,0.8,0.6,0.6,0.67
"13720",25,"Male","GB",4,5,5,3,1,2,3,3,5,5,5,3,5,5,5,0.93,0.4,0.73,0.87,1
"13721",37,"Female","IT",1,5,1,3,3,5,5,3,3,3,5,3,5,4,3,0.47,0.73,0.73,0.73,0.8
"13722",23,"Female","AU",3,4,4,4,5,1,5,4,4,4,5,5,5,5,4,0.73,0.67,0.87,0.93,0.93
"13723",19,"Male","GB",1,2,4,5,5,1,5,1,5,3,4,1,4,5,5,0.47,0.73,0.73,0.53,0.93
"13724",32,"Female","AU",2,2,3,2,4,2,4,5,3,4,5,3,5,5,4,0.47,0.53,0.8,0.8,0.93
"13725",17,"Female","AU",2,2,2,5,5,4,2,5,4,3,4,4,4,5,4,0.4,0.93,0.73,0.73,0.87
"13726",17,"Male","AU",2,1,4,5,5,4,4,2,1,2,2,1,5,3,3,0.47,0.93,0.47,0.33,0.73
"13727",22,"Female","PH",3,3,3,4,4,5,4,5,4,3,3,3,3,5,3,0.6,0.87,0.87,0.6,0.73
"13728",39,"Female","ZA",1,3,4,5,5,5,5,4,3,5,5,3,5,2,5,0.53,1,0.8,0.87,0.8
"13729",20,"Male","IN",4,5,5,4,5,4,5,5,5,4,4,2,5,4,5,0.93,0.87,1,0.67,0.93
"13730",21,"Male","SE",1,2,2,4,5,3,3,4,4,3,4,1,4,4,4,0.33,0.8,0.73,0.53,0.8
"13731",17,"Female","MY",1,2,3,3,4,4,4,4,4,4,5,4,4,5,4,0.4,0.73,0.8,0.87,0.87
"13732",28,"Male","AU",3,4,5,4,4,2,5,5,5,4,4,5,5,5,4,0.8,0.67,1,0.87,0.93
"13733",26,"Male","IN",3,2,3,3,4,5,4,3,2,2,4,5,5,2,2,0.53,0.8,0.6,0.73,0.6
"13734",22,"Male","IN",1,1,1,2,5,4,1,5,1,5,5,5,5,5,1,0.2,0.73,0.47,1,0.73
"13735",16,"Female","AU",3,5,5,1,2,1,5,3,3,1,4,1,5,4,5,0.87,0.27,0.73,0.4,0.93
"13736",25,"Female","AU",4,5,4,5,5,5,5,4,4,5,4,4,3,5,4,0.87,1,0.87,0.87,0.8
